boro,cuisine_description,grade,violation_description,violation_count
Queens,Italian,A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,3
Queens,Italian,A,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",13
Queens,Italian,A,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,1
Queens,Italian,A,Proper sanitization not provided for utensil ware washing operation.,1
Queens,Italian,A,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",1
Queens,Italian,A,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",8
Queens,Italian,A,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",7
Queens,Italian,A,"Shellfish not from approved source, not or improperly tagged/labeled; tags not retained for 90 days.",1
Queens,Italian,A,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",10
Queens,Italian,A,"Single service item reused, improperly stored, dispensed; not used when required.",1
Queens,Italian,A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",5
Queens,Italian,A,Thawing procedure improper.,4
Queens,Italian,A,Thawing procedures improper.,1
Queens,Italian,A,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",2
Queens,Italian,A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",1
Queens,Italian,A,Toxic chemical or pesticide improperly stored or used such that food contamination may occur.,1
Queens,Italian,A,Wash hands sign not posted near or above hand washing sink.,6
Queens,Italian,A,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",11
Queens,Italian,B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,1
Queens,Italian,B,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,2
Queens,Italian,B,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",8
Queens,Italian,B,Evidence of mice or live mice in establishment's food or non-food areas.,6
Queens,Italian,B,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",1
Queens,Italian,B,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",3
Queens,Italian,B,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,2
Queens,Italian,B,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",7
Queens,Italian,B,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",1
Queens,Italian,B,Hot TCS food item not held at or above 140 °F.,3
Queens,Italian,B,Live roaches in facility's food or non-food area.,5
Queens,Italian,B,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",4
Queens,Italian,B,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,1
Queens,Italian,B,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",1
Queens,Italian,B,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2
Queens,Italian,B,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",1
Queens,Italian,C,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,4
Queens,Italian,C,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,2
Queens,Italian,C,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",7
Queens,Italian,C,Evidence of mice or live mice in establishment's food or non-food areas.,6
Queens,Italian,C,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",1
Queens,Italian,C,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",1
Queens,Italian,C,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,2
Queens,Italian,C,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",3
Queens,Italian,C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,1
